SHOT_RESULT,LOCATION,W,FINAL_MARGIN,SHOT_NUMBER,SHOT_CLOCK,DRIBBLES,TOUCH_TIME,SHOT_DIST,PTS_TYPE,CLOSE_DEF_DIST,GAME_TIME
1,1,1,17,12,6.5,1,2.3,6.7,2,6.8,1953
1,1,-1,-9,2,5.0,0,1.6,17.3,2,2.6,2044
1,-1,1,30,9,6.5,9,8.0,17.3,2,4.5,1637
1,-1,1,8,1,20.5,3,3.8,3.8,2,0.9,574
-1,1,-1,-9,6,11.1,1,1.9,3.2,2,2.1,109
-1,-1,-1,-17,2,3.2,0,2.4,2.1,2,1.4,14
1,1,1,5,4,23.8,0,0.5,3.7,2,0.7,858
1,1,1,3,8,15.6,7,7.1,4.7,2,2.2,1566
-1,-1,1,7,2,15.1,11,7.8,21.4,2,8.3,411
1,1,-1,-2,9,18.0,5,6.6,1.2,2,2.4,1726
-1,-1,1,8,10,10.6,2,2.9,10.0,2,1.8,1040
-1,1,1,8,19,12.7,8,9.5,8.0,2,3.5,1869
1,-1,-1,-5,2,3.8,0,0.8,1.7,2,3.8,643
-1,1,1,9,8,5.0,1,2.0,4.8,2,0.1,1863
1,1,1,7,5,5.0,20,18.6,2.9,2,2.5,1070
1,-1,1,5,2,12.0,0,1.1,24.1,3,7.6,270
1,1,-1,-6,6,12.0,0,1.1,18.7,2,9.8,963
-1,-1,-1,-4,3,9.6,2,1.1,20.0,2,4.1,1612
-1,1,-1,-7,4,12.4,1,1.6,7.0,2,1.5,76
-1,-1,1,8,8,10.0,0,0.9,15.6,2,6.0,2105
1,1,1,3,3,17.3,8,6.8,4.9,2,5.4,352
-1,-1,1,5,13,2.8,1,3.8,12.2,2,3.4,2834
1,-1,1,13,9,7.3,0,1.1,26.0,3,5.3,1770
1,-1,1,10,8,20.6,0,0.9,1.6,2,3.6,816
-1,-1,1,1,4,13.0,1,1.4,5.1,2,4.3,2150
1,-1,1,9,7,11.0,0,0.6,3.4,2,3.0,1585
-1,-1,-1,-23,4,8.5,0,0.6,24.5,3,6.2,1175
1,1,-1,-14,16,16.6,12,7.1,3.2,2,1.0,2602
1,1,1,12,2,0.0,0,0.7,23.0,3,5.9,1
1,1,-1,-4,4,14.1,0,0.7,4.8,2,0.1,1602
1,1,-1,-25,5,7.6,3,3.4,8.7,2,1.9,199
1,1,1,1,11,14.7,2,2.6,4.6,2,0.2,1545
1,-1,-1,-8,4,15.7,0,0.9,24.5,3,9.3,263
-1,-1,1,4,15,12.9,10,10.3,25.0,3,3.7,1489
-1,1,-1,-12,4,9.2,3,3.6,9.5,2,0.8,2771
-1,1,1,18,11,7.8,4,8.3,8.5,2,3.3,1662
-1,1,-1,-9,12,23.8,0,0.8,25.2,3,7.0,2186
-1,-1,-1,-18,4,21.2,0,3.6,8.0,2,2.1,2670
1,1,1,7,7,8.6,0,0.8,5.1,2,5.4,2398
1,-1,-1,-11,15,14.6,12,9.5,6.7,2,1.4,2512
1,-1,-1,-14,2,9.8,0,1.0,24.1,3,7.1,760
1,-1,1,9,8,15.0,11,7.7,7.4,2,1.8,1820
1,1,1,4,3,9.0,0,1.1,9.5,2,3.4,340
-1,1,1,5,5,3.6,0,1.0,21.2,2,8.0,1549
-1,-1,-1,-14,18,9.1,1,1.9,5.4,2,1.5,2354
1,1,1,5,3,24.0,0,0.2,1.8,2,1.9,1826
-1,-1,1,7,1,10.6,1,2.7,9.8,2,3.5,622
1,1,-1,-16,9,17.1,0,0.0,4.1,2,2.3,2219
1,1,-1,-2,7,6.9,1,7.9,4.1,2,2.1,1383
1,1,-1,-18,2,8.5,0,1.0,23.1,2,6.5,2850
-1,-1,-1,-23,12,7.2,1,4.2,20.5,2,4.0,2121
1,-1,-1,-7,5,9.4,2,2.6,22.2,2,5.5,2006
-1,-1,1,7,11,16.8,0,0.8,22.8,3,4.3,1677
1,1,-1,-10,4,2.0,2,3.1,16.0,2,2.3,1358
1,1,1,8,3,16.7,3,3.0,4.6,2,2.3,67
-1,-1,-1,-14,11,14.5,1,2.9,6.4,2,1.2,1799
1,-1,-1,-5,15,14.6,0,0.8,17.4,2,4.8,2544
-1,-1,1,16,11,1.0,0,-0.3,9.8,2,2.2,2406
1,1,1,2,8,7.0,2,3.6,11.1,2,1.5,869
1,1,1,5,5,19.4,1,1.8,22.7,3,5.1,311
1,1,-1,-8,5,10.3,2,2.4,18.8,2,4.1,2386
1,1,-1,-4,1,22.2,0,1.0,24.4,3,6.5,289
-1,1,-1,-21,20,20.7,4,3.8,4.9,2,0.0,2421
-1,-1,1,11,11,16.9,2,2.3,5.1,2,2.2,1568
-1,-1,-1,-18,15,11.2,2,2.4,15.3,2,3.2,2407
1,1,-1,-3,8,6.0,4,3.9,10.0,2,3.3,1718
1,-1,-1,-11,9,22.7,1,1.9,4.7,2,2.0,1801
-1,-1,1,8,10,23.9,0,0.8,5.5,2,5.5,1018
-1,-1,-1,-10,14,24.0,0,1.3,2.1,2,1.6,2839
1,1,-1,-21,19,20.7,0,1.9,1.8,2,3.5,2375
-1,1,-1,-15,12,14.0,7,6.0,4.3,2,0.9,2618
-1,-1,1,21,2,13.0,4,3.2,7.8,2,2.3,463
1,1,1,16,10,13.1,2,1.7,6.3,2,3.1,2047
-1,-1,1,21,1,17.3,6,7.1,24.9,3,6.8,650
-1,1,-1,-16,3,6.3,0,0.8,24.8,3,7.0,1315
1,1,1,7,3,2.1,1,1.5,25.0,3,2.7,1402
-1,1,-1,-5,3,11.1,0,1.0,24.5,3,8.1,1654
-1,1,-1,-16,2,21.1,0,0.9,25.1,3,2.2,681
-1,-1,1,1,9,1.8,0,1.1,24.2,3,3.4,861
-1,1,1,4,15,0.0,0,0.8,4.1,2,0.8,1440
-1,-1,-1,-2,12,15.5,12,7.4,24.9,3,5.0,2423
1,-1,1,16,4,11.4,3,11.2,1.2,2,2.1,60
1,1,-1,-12,4,12.9,0,0.8,24.4,3,4.1,1054
1,-1,-1,-10,2,5.2,0,0.9,22.3,3,3.7,835
-1,1,-1,-12,6,21.6,6,4.1,1.6,2,2.7,382
-1,1,1,9,3,15.7,2,3.2,15.7,2,4.4,1307
1,-1,1,4,8,18.8,0,0.4,0.8,2,2.8,1574
1,1,1,12,3,15.6,2,5.3,6.8,2,2.0,967
-1,-1,1,1,5,3.1,0,0.9,30.0,3,4.2,2859
-1,1,1,24,3,0.0,1,1.0,23.0,3,5.5,721
-1,1,-1,-9,2,8.0,0,0.9,26.1,3,7.1,2864
-1,1,1,13,11,12.3,1,3.0,9.8,2,2.5,1994
1,-1,-1,-16,18,18.0,4,5.4,4.0,2,2.3,2757
-1,-1,1,15,2,21.5,8,4.4,6.3,2,3.3,1374
1,1,1,3,6,11.2,0,0.0,1.0,2,3.5,778
-1,1,-1,-15,6,13.2,9,10.6,4.7,2,1.1,174
1,1,-1,-16,14,10.7,0,1.4,5.1,2,1.6,2700
1,-1,-1,-2,7,2.8,1,1.9,7.9,2,1.5,2651
-1,1,1,3,2,14.0,1,1.3,20.5,2,5.9,509
-1,-1,-1,-9,5,6.9,0,0.7,19.1,2,14.4,1423
-1,-1,-1,-5,5,5.2,0,2.1,21.1,2,9.8,1044
-1,-1,1,13,6,13.1,0,1.5,21.9,2,11.3,1100
1,1,-1,-5,1,13.0,1,1.9,6.0,2,2.1,615
1,-1,-1,-8,8,0.0,5,2.9,4.8,2,1.2,2175
1,1,1,11,2,24.0,0,1.0,1.0,2,2.2,464
-1,1,1,3,2,0.0,1,1.4,12.6,2,3.6,280
-1,-1,-1,-3,2,21.8,0,0.9,7.3,2,1.0,328
1,1,1,27,8,14.2,0,0.9,25.2,3,3.6,302
1,-1,1,4,8,3.4,1,1.6,11.9,2,3.9,2139
1,-1,1,11,10,0.0,14,12.8,24.3,3,3.4,722
-1,-1,1,8,1,8.0,3,3.4,13.7,2,5.2,1341
-1,-1,1,30,4,13.1,1,1.3,15.3,2,5.4,2579
1,1,1,25,4,24.0,0,0.8,1.3,2,13.1,1754
-1,1,1,2,5,0.0,0,1.0,27.6,3,1.0,720
-1,-1,-1,-23,7,9.4,1,2.0,6.8,2,1.7,1334
1,-1,-1,-14,5,20.5,1,1.3,4.4,2,4.1,1365
-1,-1,1,6,7,24.0,0,0.8,1.3,2,1.5,91
1,1,1,16,3,11.0,1,1.2,19.4,2,4.1,1490
-1,-1,1,6,5,11.6,3,2.7,18.6,2,2.3,819
1,1,-1,-8,7,9.3,0,1.0,19.0,2,9.8,244
1,-1,1,2,9,14.0,0,1.6,5.8,2,2.5,1880
1,-1,1,10,11,13.4,5,4.3,12.1,2,1.9,1838
-1,1,-1,-8,14,15.3,1,1.8,8.5,2,2.2,1913
-1,-1,1,3,11,24.0,0,0.5,0.8,2,1.9,1865
1,-1,1,9,4,21.1,1,1.6,5.2,2,1.3,261
1,1,1,6,8,6.3,0,0.6,2.1,2,3.9,777
1,-1,1,39,4,17.4,1,1.5,2.8,2,3.9,373
-1,-1,-1,-5,1,19.2,3,4.0,15.0,2,4.4,615
-1,-1,-1,-16,3,10.6,0,1.2,25.5,3,8.2,246
-1,1,1,28,1,9.6,0,1.0,22.8,2,5.3,186
1,-1,-1,-2,7,18.7,0,0.7,25.6,3,6.0,2741
1,-1,1,7,14,4.4,0,5.0,14.6,2,5.4,2110
-1,1,-1,-17,1,5.8,0,1.0,24.9,3,4.8,684
1,1,-1,-16,8,1.0,4,3.6,19.9,2,3.6,2124
1,1,1,4,4,7.9,2,3.0,5.8,2,2.8,69
1,-1,1,32,10,15.0,0,0.4,2.4,2,2.1,837
-1,1,1,14,9,19.2,3,2.8,26.9,3,7.4,2030
-1,-1,1,14,13,14.0,12,8.7,9.9,2,3.8,817
1,-1,1,13,1,12.7,2,2.8,3.0,2,5.4,39
-1,1,1,5,5,1.5,0,-0.2,18.7,2,5.9,2792
1,1,-1,-21,10,21.7,1,1.6,4.6,2,6.4,931
-1,1,-1,-21,5,4.3,0,0.6,25.7,3,4.6,1260
-1,1,-1,-14,2,11.9,0,0.8,23.0,3,6.4,406
1,-1,1,7,5,18.6,6,4.5,25.2,3,4.8,2817
-1,1,-1,-1,4,23.1,0,1.8,3.5,2,2.6,1287
1,1,-1,-14,1,3.9,0,1.3,16.2,2,5.1,103
-1,-1,1,6,13,15.5,9,8.0,10.6,2,2.5,1745
-1,1,-1,-16,4,12.2,0,0.8,22.5,3,5.4,901
-1,-1,1,7,1,12.0,0,0.9,17.2,2,2.8,1387
1,-1,-1,-11,7,21.6,0,3.5,23.9,2,5.8,2822
-1,-1,-1,-16,1,3.3,2,4.9,11.9,2,4.0,214
1,1,-1,-5,20,6.7,0,1.2,23.8,3,4.1,3162
1,1,-1,-4,14,8.5,2,4.4,3.9,2,3.8,2073
-1,-1,-1,-5,14,6.5,2,2.2,17.8,2,8.5,2343
1,1,-1,-12,4,23.1,0,1.3,1.4,2,3.1,2519
-1,-1,1,31,10,9.9,0,0.6,23.3,3,7.3,2284
1,-1,1,14,2,21.0,0,0.6,2.2,2,6.7,832
1,-1,1,5,1,13.7,0,0.8,23.9,3,4.8,1245
-1,1,-1,-4,11,3.4,0,0.9,20.1,2,3.3,2742
1,-1,-1,-5,1,11.5,0,0.8,0.3,2,1.6,660
-1,-1,-1,-7,13,23.0,1,1.5,19.2,2,5.4,2214
1,-1,1,3,3,11.1,0,0.7,24.6,3,5.8,273
1,-1,1,12,5,11.3,3,3.7,15.0,2,2.2,1405
-1,1,-1,-28,1,9.6,4,5.6,5.5,2,1.8,1388
-1,1,1,11,4,5.6,3,5.0,15.8,2,4.1,2414
1,1,1,5,22,11.0,1,2.5,9.4,2,4.3,2409
-1,1,-1,-6,3,19.0,0,0.6,17.7,2,4.2,1311
1,-1,1,6,14,4.0,2,2.5,10.6,2,3.1,2291
-1,1,1,19,2,24.0,0,0.1,1.3,2,0.4,491
-1,-1,-1,-2,2,0.0,1,1.5,36.2,3,9.5,1
1,-1,1,12,2,2.6,0,0.6,6.2,2,2.0,8
1,1,-1,-8,11,0.0,13,12.5,23.6,3,6.6,1443
1,1,1,6,2,18.0,0,0.9,24.2,3,12.4,2140
-1,1,1,16,6,13.0,0,4.1,16.0,2,4.6,73
1,-1,1,7,2,10.4,0,0.0,7.1,2,0.7,989
-1,1,-1,-8,9,13.1,0,0.8,18.9,2,9.0,1017
-1,-1,1,18,1,14.7,0,0.9,26.1,3,4.3,531
-1,1,-1,-20,6,11.0,2,2.4,5.7,2,1.8,991
1,-1,1,27,4,20.6,0,0.8,4.6,2,1.6,1123
-1,1,-1,-7,4,9.4,0,0.5,2.7,2,1.7,1206
1,1,-1,-22,8,15.1,0,1.0,2.9,2,3.9,2464
1,-1,-1,-1,13,9.8,4,7.2,7.0,2,1.8,2417
1,-1,-1,-17,7,19.2,0,0.7,22.7,3,7.7,1551
1,-1,1,16,7,13.1,0,0.8,0.5,2,3.5,876
-1,1,-1,-43,1,12.1,0,0.8,19.5,2,4.9,489
-1,1,1,6,9,15.0,0,2.9,24.3,3,7.5,2403
-1,1,1,3,3,2.3,0,0.8,24.7,3,4.1,1231
1,1,-1,-14,2,7.4,1,2.8,3.8,2,1.1,325
1,1,1,4,18,9.0,1,3.5,9.7,2,2.1,2275
-1,1,1,24,3,0.0,3,2.7,10.1,2,0.9,0
1,1,-1,-16,3,17.5,8,7.4,2.9,2,2.8,248
1,-1,-1,-4,13,6.7,3,2.8,4.0,2,0.8,1732
1,-1,-1,-11,9,6.5,0,0.2,2.9,2,0.1,1787
1,1,-1,-9,16,24.0,0,0.2,3.5,2,0.1,2191
1,1,-1,-16,6,12.7,0,0.5,1.9,2,7.5,1766
-1,-1,-1,-16,2,19.8,5,4.5,0.4,2,3.4,140
1,1,-1,-7,4,19.8,0,1.9,17.8,2,4.2,410
1,-1,1,12,1,17.7,4,5.1,6.3,2,4.4,1211
-1,1,-1,-5,8,21.0,3,3.2,4.6,2,3.6,2438
-1,1,-1,-42,1,10.9,0,1.3,1.5,2,1.9,537
1,1,-1,-23,12,21.2,1,1.8,8.9,2,4.0,1515
1,-1,1,3,3,20.3,4,4.4,2.2,2,4.1,1540
-1,-1,1,1,10,22.6,0,0.0,24.3,3,10.8,2401
-1,-1,-1,-7,4,4.6,0,1.8,19.0,2,5.1,1108
-1,-1,1,3,16,1.8,0,0.7,25.0,2,4.1,2239
-1,1,-1,-5,1,14.9,0,1.0,0.6,2,1.6,1414
-1,1,-1,-2,6,2.2,0,3.6,17.6,2,3.7,2858
-1,-1,-1,-11,1,7.8,3,4.9,0.6,2,2.4,424
1,1,1,19,9,9.3,3,6.2,18.3,2,5.0,1681
-1,-1,1,3,11,16.0,0,0.9,25.1,3,5.8,1689
-1,-1,1,13,5,9.5,2,1.7,20.4,2,3.7,848
1,1,-1,-9,1,9.9,2,2.0,3.3,2,1.1,1161
-1,-1,-1,-6,5,6.9,0,0.0,1.5,2,2.9,1077
-1,-1,-1,-5,15,10.8,1,3.1,15.5,2,2.7,2377
-1,-1,1,25,3,17.7,0,0.0,4.8,2,2.4,1324
-1,-1,-1,-13,9,19.1,0,0.7,22.4,3,4.0,2136
1,1,-1,-11,7,3.7,3,4.8,10.7,2,4.4,1035
-1,-1,-1,-11,8,12.2,0,0.8,22.5,3,5.6,1792
1,1,1,6,14,9.6,2,3.2,19.0,2,0.5,1656
-1,-1,-1,-6,16,16.8,0,0.9,24.3,3,11.2,2440
1,-1,1,4,13,16.5,12,14.0,2.3,2,2.7,2318
-1,1,1,6,2,17.4,0,1.3,24.7,3,11.2,504
1,1,-1,-7,1,18.3,0,0.4,4.3,2,3.4,393
1,1,1,2,2,17.1,6,6.5,2.3,2,0.0,488
-1,-1,1,2,7,1.7,0,0.4,1.6,2,1.6,1541
1,-1,1,22,2,14.7,0,0.8,25.1,3,5.1,559
1,1,-1,-8,2,9.0,0,0.8,24.1,3,4.7,1187
-1,-1,-1,-8,9,13.1,13,11.4,19.2,2,4.5,2629
-1,-1,1,20,13,16.5,2,2.3,6.2,2,2.1,1945
1,1,1,7,3,21.8,1,3.4,5.0,2,11.1,1114
1,1,1,2,6,13.5,10,10.6,5.5,2,2.7,975
-1,1,-1,-16,1,21.2,0,0.2,22.8,3,14.1,76
-1,1,1,11,5,11.3,0,4.2,16.6,2,4.9,151
1,1,-1,-20,1,20.0,1,2.6,24.7,3,7.8,610
1,-1,1,8,5,24.0,0,0.1,1.0,2,2.2,974
-1,1,1,35,5,10.9,19,13.9,4.1,2,1.6,1490
-1,-1,1,26,10,17.2,2,1.9,20.4,2,8.5,1912
1,1,1,16,14,8.0,2,3.7,4.6,2,2.2,2110
1,1,-1,-8,1,8.0,2,2.4,5.4,2,2.7,1408
1,-1,1,4,5,6.0,0,0.6,1.0,2,4.1,1472
-1,1,1,6,4,23.0,0,0.0,2.2,2,1.4,1185
1,1,-1,-9,8,0.0,0,0.0,4.7,2,5.7,13
1,-1,1,11,12,18.8,0,0.8,25.4,3,5.5,2629
-1,1,-1,-10,6,6.2,2,2.0,5.6,2,2.3,2142
-1,1,1,8,16,11.5,0,0.8,21.3,2,5.9,2543
-1,1,-1,-12,5,24.0,0,0.8,3.3,2,2.6,898
1,1,1,3,8,11.9,0,0.1,3.6,2,3.6,1953
1,-1,1,8,3,9.3,0,0.8,24.4,3,5.5,1642
1,-1,-1,-18,6,14.2,9,7.9,11.2,2,1.9,885
-1,1,-1,-2,14,9.3,13,14.8,2.4,2,3.5,765
-1,-1,-1,-9,13,4.4,0,1.2,22.9,3,16.0,2445
1,1,-1,-9,7,9.4,0,1.0,21.2,2,6.8,2003
-1,1,-1,-3,6,2.5,4,5.2,9.7,2,2.3,2204
-1,1,1,11,7,3.9,5,4.2,6.3,2,4.0,2527
-1,1,-1,-17,5,12.0,3,3.3,12.0,2,4.1,2267
-1,-1,1,14,1,12.9,2,2.3,21.7,2,6.0,600
-1,-1,1,5,3,22.8,1,2.3,7.5,2,5.3,334
1,-1,-1,-3,4,15.3,2,2.2,6.2,2,2.4,2184
-1,-1,1,14,3,15.1,0,0.3,17.5,2,5.5,1867
1,-1,1,6,3,21.2,3,3.5,2.4,2,2.3,1309
1,1,-1,-11,6,10.0,0,0.1,1.4,2,1.6,103
-1,1,-1,-6,3,9.4,0,0.8,20.0,2,6.5,1181
1,-1,-1,-2,5,12.6,1,1.5,25.4,3,3.9,209
-1,-1,1,2,2,9.9,0,1.4,8.9,2,1.6,319
1,-1,1,5,4,9.0,0,1.1,24.4,3,10.7,1132
-1,1,1,7,4,0.0,0,0.9,3.9,2,0.2,21
1,-1,-1,-4,10,10.3,5,3.5,13.1,2,2.4,2819
-1,1,-1,-20,1,7.4,1,1.8,23.9,3,3.0,66
1,1,-1,-5,13,16.1,0,0.3,3.6,2,7.1,1645
-1,1,-1,-1,8,15.3,1,1.9,18.0,2,5.0,2107
-1,-1,1,19,8,4.0,0,0.8,22.4,3,3.8,2626
1,1,-1,-16,14,12.9,12,11.6,17.5,2,4.5,2797
-1,-1,1,23,2,14.1,2,3.2,5.0,2,0.2,543
-1,1,-1,-14,6,17.1,8,6.0,4.1,2,1.0,1090
-1,1,-1,-10,9,18.2,5,6.4,23.5,2,4.8,2637
1,1,1,14,6,11.0,0,1.4,25.0,3,4.3,1037
1,1,-1,-13,7,11.6,0,0.8,2.3,2,1.2,2148
1,1,-1,-1,16,8.0,0,0.8,9.7,2,5.3,2271
-1,-1,-1,-6,12,14.6,0,0.9,23.2,3,6.1,1985
-1,-1,1,14,5,0.0,5,5.2,9.4,2,6.1,2
1,1,1,5,11,23.4,0,0.6,2.4,2,3.2,2489
1,1,1,4,4,4.7,26,19.6,17.5,2,4.1,2790
-1,1,-1,-27,2,13.8,2,3.6,12.7,2,4.9,184
-1,1,1,5,1,18.8,0,1.1,4.2,2,2.6,87
-1,1,1,18,4,11.7,4,6.8,6.9,2,2.6,113
-1,1,-1,-5,24,15.5,1,2.7,16.1,2,1.7,2513
1,-1,1,7,12,8.6,1,1.3,8.8,2,1.4,1569
1,1,-1,-2,9,6.0,0,0.8,23.0,3,5.5,1746
-1,-1,1,20,11,2.3,1,1.5,25.2,3,3.8,2754
1,-1,1,23,15,12.6,0,2.7,25.0,3,6.6,1708
1,1,-1,-1,11,1.7,1,2.6,19.9,2,4.3,2325
-1,-1,1,1,9,9.9,0,0.7,23.4,3,4.7,1754
-1,1,-1,-7,8,12.7,1,1.6,7.9,2,3.1,1074
1,1,1,7,1,9.8,1,1.5,4.3,2,6.0,543
-1,-1,1,9,13,11.7,1,1.0,2.7,2,2.1,1903
-1,-1,1,8,1,3.3,2,2.8,23.1,3,3.3,104
-1,1,-1,-7,5,14.7,0,0.7,13.1,2,5.2,1518
1,1,-1,-4,3,20.6,4,4.4,1.5,2,2.0,78
1,1,1,11,10,22.9,1,1.4,1.9,2,1.8,1773
-1,1,1,25,1,8.0,1,2.8,4.2,2,1.2,623
1,1,1,10,8,23.6,0,1.0,4.2,2,1.8,2523
1,1,-1,-14,2,14.0,0,1.1,19.0,2,2.5,2098
-1,-1,-1,-1,4,5.1,0,0.9,23.4,3,5.0,387
1,1,1,18,12,16.4,0,1.0,2.5,2,0.5,2590
-1,1,-1,-7,3,24.0,0,1.2,1.0,2,2.3,961
1,1,-1,-7,16,12.5,3,4.1,14.5,2,3.0,1884
-1,1,-1,-22,6,3.0,7,7.4,17.2,2,3.8,2579
-1,1,-1,-9,9,21.2,0,1.3,24.7,3,13.3,2052
1,-1,-1,-7,4,8.3,4,3.8,6.2,2,2.2,1237
1,1,-1,-20,9,4.2,1,1.4,1.6,2,2.0,2605
1,1,-1,-6,9,9.7,2,1.7,24.2,3,4.6,2258
1,-1,-1,-9,6,19.4,0,0.8,23.3,3,4.2,772
-1,-1,-1,-12,5,7.6,20,16.4,19.5,2,3.1,15
1,1,1,6,3,11.7,0,0.8,2.3,2,2.4,2693
-1,1,1,16,7,12.9,0,1.4,7.3,2,7.7,2540
-1,1,-1,-14,9,8.4,2,2.2,15.6,2,3.5,2402
1,1,-1,-20,7,24.0,0,0.0,0.7,2,2.5,2042
1,-1,1,7,12,7.9,0,1.0,24.5,3,4.7,1798
-1,-1,1,16,9,19.0,0,1.9,25.3,3,4.3,1520
-1,-1,-1,-6,9,12.2,0,0.8,16.0,2,10.6,2122
1,-1,1,20,7,3.5,2,4.4,15.9,2,3.0,784
1,1,1,5,7,1.5,0,0.8,20.4,2,7.4,2664
-1,1,-1,-17,9,16.9,0,0.7,8.9,2,6.1,2435
-1,-1,-1,-23,9,4.0,0,1.0,22.0,3,7.7,1872
-1,1,-1,-3,13,7.0,0,0.7,25.2,3,4.9,2537
-1,-1,-1,-5,5,14.6,2,3.8,17.5,2,3.9,908
1,1,1,2,2,2.9,1,3.5,19.2,2,2.4,1369
-1,1,-1,-4,15,8.8,0,0.8,13.8,2,3.1,1792
1,-1,1,22,17,23.7,0,1.0,4.1,2,1.2,2425
-1,1,-1,-5,3,5.9,0,1.1,24.0,3,7.8,1023
-1,-1,-1,-10,9,1.4,0,0.8,24.5,3,2.9,2686
-1,1,-1,-21,5,20.0,1,1.6,6.2,2,2.1,1008
1,-1,-1,-18,2,2.3,0,0.8,18.2,2,4.3,2462
-1,1,1,8,5,10.1,3,5.5,21.2,2,4.0,2634
-1,1,1,29,6,4.4,1,1.8,18.9,2,4.7,2760
1,1,-1,-5,7,20.5,0,0.7,23.6,3,4.7,2074
1,1,-1,-3,3,12.6,0,0.9,24.3,3,6.9,1282
-1,-1,1,1,2,1.3,2,3.6,8.7,2,2.3,1393
-1,1,1,6,9,12.0,0,0.8,25.5,3,7.8,1878
-1,1,-1,-12,9,12.0,0,0.8,25.2,3,4.6,1730
1,-1,1,8,1,5.5,1,2.4,8.5,2,3.6,795
-1,1,-1,-2,21,4.7,3,3.5,9.8,2,2.4,2266
1,-1,-1,-4,1,17.2,7,7.7,13.8,2,4.0,676
1,-1,1,5,5,16.0,0,1.4,3.2,2,2.4,749
1,1,1,4,13,14.0,1,1.6,14.6,2,3.5,1806
1,1,-1,-9,11,11.6,0,1.7,1.4,2,1.7,768
-1,1,-1,-4,4,3.1,0,1.2,19.1,2,8.5,435
-1,1,-1,-31,3,16.0,0,0.6,3.2,2,2.1,506
1,-1,1,6,1,24.0,0,0.6,1.0,2,2.3,579
-1,1,-1,-2,8,21.0,4,4.2,2.2,2,4.2,808
1,-1,1,30,7,11.5,0,1.0,16.6,2,3.4,2362
1,1,1,2,1,10.0,0,1.1,22.7,3,3.5,668
1,1,1,12,8,14.8,7,6.6,28.5,3,8.3,2747
1,1,1,21,2,5.0,0,0.7,4.7,2,1.8,172
-1,1,-1,-18,1,4.2,0,0.9,22.4,3,5.1,125
1,-1,1,14,5,8.9,0,1.2,5.9,2,2.1,933
-1,1,-1,-7,3,14.2,0,0.8,19.2,2,5.2,326
1,-1,1,16,3,8.9,9,8.6,2.4,2,2.9,161
1,-1,1,5,2,16.6,0,0.6,7.1,2,4.3,1405
1,1,1,10,1,9.4,0,0.6,8.4,2,2.3,1363
-1,1,-1,-8,2,5.5,4,3.4,16.0,2,3.6,130
-1,1,1,2,3,3.2,4,4.6,14.2,2,2.4,973
1,1,1,2,6,14.1,1,1.7,27.2,3,5.0,2688
-1,-1,-1,-20,1,18.9,2,2.8,2.6,2,1.1,662
-1,1,-1,-5,4,13.8,4,3.3,17.7,2,4.5,171
1,1,1,5,10,18.3,8,6.6,24.7,3,4.3,885
1,-1,1,2,1,9.1,3,5.1,8.9,2,1.3,668
1,-1,1,31,1,10.0,0,0.6,24.3,3,5.9,566
-1,-1,-1,-18,10,21.7,2,3.2,18.6,2,5.2,2087
-1,1,1,9,3,19.2,4,4.6,20.7,2,6.6,516
1,-1,1,26,3,20.7,2,3.2,6.8,2,3.3,1370
-1,-1,1,4,1,16.3,0,0.6,0.4,2,2.8,225
1,-1,1,8,4,12.1,12,12.3,7.3,2,2.3,1994
-1,-1,-1,-2,20,0.0,0,0.5,18.1,2,3.8,2880
-1,1,-1,-27,1,9.3,0,0.8,25.6,3,6.8,232
-1,-1,-1,-3,13,7.2,1,1.9,14.0,2,3.1,2095
-1,1,-1,-8,17,21.0,4,4.3,1.3,2,2.5,2565
1,-1,1,3,10,16.3,8,8.2,25.6,3,5.1,789
1,1,-1,-21,15,24.0,0,0.0,2.8,2,0.7,751
1,1,1,25,4,17.1,7,6.3,6.5,2,0.7,1378
1,1,-1,-8,7,11.7,0,0.8,26.7,3,5.4,2726
1,1,1,8,7,0.0,14,11.3,4.2,2,1.9,723
-1,-1,-1,-17,7,11.9,0,1.0,21.9,2,6.4,758
-1,1,1,23,5,10.9,1,2.6,5.1,2,1.9,1386
-1,-1,-1,-11,3,4.2,2,7.8,13.3,2,1.5,100
-1,1,1,3,10,19.4,1,2.1,4.1,2,1.6,1698
-1,-1,-1,-7,9,8.4,12,10.0,8.4,2,1.9,2586
1,1,-1,-11,4,20.2,7,5.1,9.2,2,3.9,273
-1,1,1,1,14,4.7,23,19.4,5.4,2,2.0,1445
1,1,1,3,1,10.3,6,3.2,4.7,2,1.9,292
1,-1,-1,-6,20,19.5,2,4.5,4.5,2,3.4,2182
1,1,-1,-11,1,8.1,0,0.3,2.2,2,2.6,1150
-1,-1,1,13,4,17.6,0,0.8,3.6,2,2.5,2112
-1,-1,-1,-4,3,20.0,0,0.0,0.6,2,4.7,425
1,1,1,2,1,19.5,0,0.9,2.7,2,2.8,479
-1,1,-1,-8,7,15.7,10,8.6,25.0,3,5.2,1826
-1,-1,1,30,1,15.9,1,1.3,19.2,2,3.7,31
-1,-1,-1,-9,11,0.9,2,1.9,24.6,3,3.3,1734
1,1,-1,-11,2,19.7,0,0.8,26.5,3,6.3,2771
1,1,-1,-5,1,18.8,4,3.6,9.4,2,2.0,1322
-1,1,-1,-6,10,13.5,0,0.7,22.5,3,5.4,2286
