SHOT_RESULT,LOCATION,W,FINAL_MARGIN,SHOT_NUMBER,SHOT_CLOCK,DRIBBLES,TOUCH_TIME,SHOT_DIST,PTS_TYPE,CLOSE_DEF_DIST,GAME_TIME
1,-1,1,1,12,5.4,0,0.8,23.9,3,3.9,2300
1,1,-1,-6,11,12.7,0,0.9,21.6,2,4.8,823
1,1,1,21,2,4.5,2,2.6,6.6,2,4.2,1278
-1,-1,1,10,11,6.3,3,4.7,24.2,3,2.3,2362
1,1,1,28,12,8.6,0,3.8,14.1,2,4.3,1509
-1,-1,1,3,6,12.8,0,1.2,24.3,3,8.2,1702
1,1,-1,-7,13,5.4,1,2.0,23.4,3,2.8,773
-1,-1,1,13,7,14.6,3,3.9,10.7,2,3.1,1057
-1,-1,1,13,12,8.0,0,0.9,19.5,2,3.6,2733
1,-1,-1,-8,19,2.4,4,4.2,18.2,2,2.9,2848
-1,-1,1,3,4,16.6,0,0.7,12.4,2,3.1,855
1,-1,1,8,2,17.1,0,1.0,16.6,2,5.5,517
-1,1,-1,-8,7,15.0,2,2.1,10.3,2,2.7,1072
-1,-1,-1,-21,4,9.7,0,0.7,22.3,2,4.1,2844
1,1,1,7,11,15.5,0,0.9,2.7,2,4.1,802
1,1,-1,-8,1,15.7,0,0.8,22.1,3,7.3,632
-1,-1,-1,-18,14,8.6,3,6.2,18.5,2,3.7,2206
1,1,-1,-15,7,13.5,0,0.9,24.8,3,5.0,96
1,-1,1,6,9,17.5,0,1.3,24.4,3,9.0,1807
1,-1,1,5,19,12.5,0,0.7,19.2,2,4.8,2258
-1,1,-1,-12,10,13.7,11,10.0,11.9,2,4.9,2558
1,1,-1,-12,1,4.2,0,1.3,20.5,2,11.5,219
-1,1,-1,-12,8,18.3,0,1.2,26.8,3,5.1,1471
-1,-1,-1,-14,7,9.0,2,2.0,5.3,2,1.3,863
1,-1,-1,-2,1,19.8,0,0.1,3.1,2,10.5,293
-1,-1,1,20,6,8.7,0,0.7,25.6,3,6.7,2517
-1,-1,1,7,1,13.0,0,1.4,16.1,2,1.5,584
-1,-1,-1,-21,7,8.3,2,2.2,5.0,2,1.2,1210
-1,1,-1,-1,2,11.2,0,0.8,24.7,3,6.2,450
-1,-1,1,8,7,8.9,0,0.9,7.9,2,2.3,1723
-1,1,-1,-12,12,20.8,0,0.7,23.1,3,4.9,2438
-1,1,-1,-8,9,12.0,0,0.8,25.6,3,3.0,1776
-1,1,-1,-7,1,11.0,0,0.9,24.9,3,3.0,563
1,-1,1,11,2,6.0,1,2.2,16.7,2,8.3,347
1,-1,1,8,11,12.0,1,1.4,10.6,2,5.3,1711
1,1,1,11,22,5.9,2,4.4,5.0,2,1.2,2516
-1,1,1,18,4,4.3,0,1.2,20.2,2,5.9,1327
-1,1,-1,-5,8,13.8,1,1.5,6.9,2,0.4,877
1,-1,1,4,1,12.8,3,2.7,16.3,2,4.3,374
1,1,-1,-15,9,16.0,6,8.1,23.7,3,3.9,2329
1,-1,1,16,5,9.8,3,2.4,7.1,2,5.3,2080
1,-1,-1,-24,5,6.8,2,3.3,9.6,2,4.9,229
1,-1,1,1,3,11.1,2,5.4,3.6,2,2.3,358
1,-1,-1,-8,4,10.0,1,4.6,5.5,2,2.5,1036
-1,-1,-1,-2,1,17.4,2,2.4,6.7,2,1.9,1105
1,1,1,25,6,10.8,0,0.9,16.7,2,6.5,1426
1,-1,1,8,6,3.2,2,4.2,18.8,2,2.4,1102
-1,1,1,2,5,7.0,0,0.8,23.5,3,8.2,1114
-1,1,-1,-7,7,11.3,1,2.4,6.2,2,2.0,1503
-1,1,-1,-19,5,20.6,0,0.8,3.7,2,2.5,1195
1,-1,1,32,2,14.8,0,1.3,1.1,2,2.5,2553
-1,-1,-1,-2,2,6.8,7,5.6,9.3,2,1.9,456
1,1,1,21,11,11.5,3,3.3,13.2,2,2.5,2375
-1,1,-1,-17,1,2.6,7,8.4,14.4,2,2.3,599
-1,1,-1,-23,10,13.6,1,1.8,14.9,2,3.0,2031
-1,-1,1,15,9,11.5,11,11.9,9.9,2,4.5,1550
1,-1,1,3,12,13.4,0,0.5,1.7,2,4.3,2417
-1,1,1,6,11,7.3,0,-3.2,3.7,2,2.2,928
-1,-1,1,8,6,17.9,2,2.4,6.9,2,0.1,2086
1,1,1,6,16,16.2,0,1.6,0.4,2,3.1,2470
1,1,-1,-2,6,14.8,1,1.8,1.4,2,3.0,2064
-1,1,-1,-17,7,1.4,1,3.1,25.2,3,3.7,1761
1,1,1,12,8,9.8,1,2.2,1.9,2,2.4,996
1,-1,-1,-7,4,12.6,0,0.9,22.2,3,8.7,1134
-1,1,-1,-4,1,14.7,0,1.4,17.0,2,7.4,191
-1,1,-1,-5,3,12.5,0,0.5,3.6,2,2.1,448
-1,1,-1,-17,12,11.4,0,0.0,25.1,3,6.9,2670
-1,1,-1,-14,10,3.8,4,5.2,20.5,2,3.8,1656
1,-1,-1,-2,1,13.0,0,0.7,17.2,2,11.1,363
-1,1,-1,-22,3,16.2,0,1.0,23.2,3,7.5,2793
-1,-1,1,3,5,15.6,0,0.8,24.2,3,6.1,960
1,1,1,16,4,12.3,0,1.7,7.7,2,3.6,91
1,-1,1,12,6,10.6,2,2.9,10.4,2,3.0,69
-1,1,1,26,1,14.0,0,1.5,1.2,2,1.1,254
1,1,-1,-7,5,10.8,3,3.3,28.1,3,7.6,1480
-1,1,-1,-4,10,12.9,2,4.7,11.9,2,3.7,1236
-1,-1,-1,-13,10,0.0,6,3.8,13.4,2,3.7,1828
1,-1,1,15,2,16.5,0,0.8,20.4,2,4.7,1397
1,1,1,6,13,6.7,0,0.7,22.1,2,6.4,1490
1,-1,1,4,6,10.0,8,5.5,2.0,2,4.6,1126
-1,1,1,12,7,6.0,14,12.8,10.0,2,2.4,34
-1,-1,1,9,17,4.0,3,3.5,21.2,2,3.7,2563
1,1,1,2,8,9.9,0,0.9,24.7,3,6.1,1771
1,-1,1,22,6,19.8,1,2.0,2.6,2,1.4,1576
-1,-1,-1,-12,6,17.2,7,7.2,25.0,3,4.5,2268
1,-1,-1,-13,5,21.0,3,2.1,6.5,2,3.2,1601
1,-1,1,8,9,7.4,13,14.7,19.9,2,4.8,2333
1,1,1,16,7,12.1,14,9.2,16.2,2,6.5,2730
1,-1,-1,-7,3,4.7,0,0.7,26.7,3,6.8,349
-1,1,1,9,6,2.0,2,2.8,19.1,2,3.0,994
1,-1,-1,-11,4,6.7,26,17.0,4.1,2,3.7,14
1,-1,1,9,2,10.0,0,0.8,22.1,3,5.5,2708
1,1,1,8,9,5.2,0,0.9,22.8,3,6.7,1917
-1,-1,-1,-30,10,7.0,4,3.5,4.6,2,2.9,1711
1,-1,-1,-6,8,6.7,2,5.8,13.7,2,2.7,2143
-1,1,-1,-37,1,13.5,0,0.8,26.7,3,8.6,1387
1,1,1,17,3,0.0,0,1.0,19.7,2,5.3,323
1,-1,-1,-7,4,16.9,1,2.0,4.1,2,4.4,485
1,-1,1,16,13,7.2,4,6.0,20.2,2,4.5,2528
1,1,-1,-16,4,10.2,3,5.0,4.0,2,2.3,144
1,1,1,9,11,20.5,5,3.1,8.0,2,2.6,1636
-1,1,-1,-7,12,10.0,3,4.0,26.5,3,6.2,2793
1,1,1,9,1,0.0,1,1.8,7.1,2,0.9,1311
-1,1,-1,-4,8,12.7,0,0.9,25.2,3,3.2,20
-1,-1,-1,-2,4,23.8,0,0.0,1.0,2,0.7,483
-1,-1,1,4,11,14.0,2,2.1,21.3,2,4.2,2496
1,1,-1,-9,2,24.0,0,0.3,3.0,2,2.8,217
1,1,-1,-8,6,7.0,2,1.6,14.0,2,4.3,59
-1,-1,1,20,6,10.0,1,0.9,6.1,2,2.0,104
-1,1,1,16,4,11.6,0,1.2,25.4,3,4.6,60
1,1,1,8,8,14.2,0,0.9,24.8,3,8.0,1927
-1,1,-1,-14,1,15.8,10,9.0,18.3,2,2.8,1134
1,-1,1,13,16,10.8,15,13.4,17.1,2,5.5,1509
-1,1,-1,-10,2,19.1,0,1.1,16.0,2,5.9,580
1,1,-1,-1,1,17.6,5,3.9,13.9,2,3.4,565
1,-1,-1,-17,12,5.2,2,2.2,16.9,2,4.5,2001
1,1,1,8,3,10.9,5,5.4,5.1,2,2.6,1590
1,1,-1,-3,10,13.0,0,0.9,25.5,3,5.8,2105
1,-1,-1,-6,11,19.0,0,1.2,3.0,2,3.3,2272
1,-1,1,9,8,17.3,10,7.1,4.7,2,2.8,2730
-1,-1,-1,-12,8,14.3,1,1.6,13.8,2,3.7,2627
-1,1,-1,-6,14,17.4,4,5.2,2.3,2,3.2,1650
-1,1,-1,-6,10,24.0,0,0.0,1.5,2,2.8,2551
1,1,-1,-5,4,3.3,7,6.3,3.4,2,1.2,1279
1,1,1,10,13,16.9,1,1.2,19.7,2,6.2,1777
1,1,1,10,13,10.1,1,3.9,6.5,2,0.3,2414
1,-1,-1,-11,2,13.2,0,1.2,24.1,3,8.5,379
1,-1,1,16,6,10.3,16,13.9,25.7,3,5.0,1637
1,1,-1,-39,3,6.6,9,8.1,6.3,2,2.9,204
1,1,1,14,4,8.5,1,2.4,20.8,2,4.1,1037
-1,-1,1,18,3,18.6,2,2.3,6.8,2,3.9,1259
-1,1,1,6,8,8.0,3,5.6,9.6,2,2.2,1811
1,-1,-1,-6,1,9.3,1,4.9,4.1,2,1.9,539
1,1,1,7,4,5.8,0,0.1,29.5,3,6.2,257
-1,-1,-1,-12,6,14.0,2,2.3,9.0,2,2.0,1547
1,1,-1,-1,9,14.7,0,0.8,24.3,3,5.0,2525
1,-1,1,9,6,4.7,2,1.9,20.7,2,6.6,2042
-1,-1,-1,-15,9,10.8,2,3.8,14.6,2,5.1,1941
-1,-1,1,8,7,17.9,0,0.9,25.2,3,4.7,2657
-1,-1,1,3,10,16.3,0,2.7,24.4,3,4.1,154
-1,-1,-1,-20,5,7.2,0,0.8,17.4,2,4.1,1205
1,1,1,14,12,18.3,0,0.8,6.6,2,2.1,1845
-1,1,1,7,4,24.0,0,0.0,2.6,2,2.2,2863
-1,1,-1,-3,13,11.5,0,0.8,6.9,2,3.8,1814
1,-1,1,9,12,7.6,0,1.7,3.2,2,3.2,2824
-1,1,-1,-33,9,16.8,0,2.4,5.4,2,3.9,793
1,1,1,23,4,20.4,1,1.6,1.6,2,2.7,1177
-1,1,-1,-8,6,9.7,0,0.0,3.7,2,1.0,1065
1,-1,1,13,1,13.2,0,4.7,9.3,2,2.4,519
1,1,1,16,10,13.2,0,0.8,18.1,2,6.6,2079
-1,1,1,3,3,10.2,5,7.2,10.9,2,4.4,402
1,-1,-1,-6,1,18.1,0,1.2,24.9,3,15.2,1119
1,1,1,4,10,13.0,1,1.2,4.3,2,2.1,2312
1,-1,1,22,12,8.5,0,1.1,24.0,2,6.2,2128
1,1,-1,-5,14,0.0,3,3.8,16.0,2,8.0,2364
1,-1,-1,-23,4,2.4,0,0.7,4.6,2,2.6,2627
1,1,1,5,3,9.0,0,1.6,20.2,2,4.0,135
-1,-1,1,16,6,10.0,1,3.2,12.5,2,2.6,1923
1,-1,1,9,1,23.9,0,1.3,11.8,2,5.6,445
1,-1,1,4,4,13.2,0,1.3,15.4,2,6.2,1598
1,1,-1,-20,5,7.2,1,2.2,20.7,2,5.3,924
1,1,1,11,5,9.8,0,0.9,22.1,3,5.8,2342
1,1,-1,-1,7,16.8,0,1.4,2.2,2,3.3,836
-1,1,-1,-1,7,15.9,0,0.8,25.2,3,3.8,2711
-1,1,1,5,6,9.0,0,1.0,25.4,3,3.3,2369
1,-1,1,4,8,8.0,2,5.9,18.6,2,5.8,829
-1,1,1,3,19,6.5,7,7.4,24.2,3,4.5,2911
1,-1,1,5,4,3.7,8,8.6,16.6,2,1.2,2429
-1,-1,-1,-11,7,13.0,0,0.8,22.2,2,7.0,1910
-1,1,1,2,3,8.3,3,4.1,9.7,2,2.1,315
1,1,1,8,5,13.2,11,10.2,3.4,2,3.1,175
-1,1,-1,-10,3,15.9,0,0.9,23.1,3,10.9,2341
-1,-1,1,42,4,15.5,4,3.2,5.5,2,1.9,233
1,-1,1,13,17,17.3,6,6.7,4.7,2,1.8,1468
-1,-1,-1,-2,6,9.5,0,1.0,26.0,3,5.1,2815
1,1,-1,-16,1,20.0,0,0.4,0.2,2,3.2,1172
1,-1,1,4,13,15.1,1,2.4,5.7,2,2.4,2503
1,1,-1,-4,10,3.8,0,0.7,26.3,3,4.7,50
-1,1,-1,-1,3,10.6,2,4.9,10.8,2,2.7,792
-1,-1,1,9,2,13.9,0,2.5,3.9,2,0.1,177
-1,-1,-1,-2,20,0.0,6,6.1,23.0,2,2.3,1441
-1,-1,1,5,7,16.1,1,1.4,6.0,2,2.1,2748
1,-1,1,5,6,20.2,0,1.0,2.6,2,2.4,1667
1,-1,-1,-3,10,13.0,0,0.0,4.4,2,1.2,806
1,-1,-1,-18,15,16.6,2,1.8,4.0,2,2.7,2616
1,1,-1,-21,6,20.6,0,1.1,4.9,2,3.8,263
-1,1,-1,-16,14,16.4,1,1.4,19.6,2,4.1,2228
-1,1,1,2,1,24.0,0,0.0,18.3,2,5.6,638
1,1,1,6,5,2.2,0,0.2,2.1,2,1.2,2269
1,1,1,5,2,11.3,16,13.3,6.8,2,2.9,260
-1,-1,-1,-6,1,18.7,4,4.3,3.7,2,2.9,653
1,1,1,9,3,15.0,9,7.2,3.2,2,2.7,1373
-1,-1,1,8,11,23.1,0,1.8,5.9,2,4.0,2452
-1,-1,1,8,1,8.9,0,1.1,1.6,2,1.8,100
1,1,1,20,3,19.6,6,5.8,6.2,2,3.8,1219
1,-1,1,2,9,14.3,1,1.7,5.3,2,1.9,2222
-1,1,-1,-9,15,8.6,4,5.1,7.6,2,1.9,2960
-1,-1,-1,-9,5,21.7,0,0.9,25.0,3,6.7,1147
-1,-1,1,13,7,23.6,0,-2.3,3.9,2,3.4,1725
1,-1,-1,-8,9,16.8,0,1.2,11.1,2,2.4,2040
1,1,1,6,8,0.0,10,7.8,2.7,2,4.5,723
-1,-1,1,39,4,16.7,6,6.9,24.5,3,4.3,1916
1,1,-1,-8,15,1.5,0,0.9,25.2,3,5.8,1842
-1,1,1,11,4,5.9,1,2.4,0.8,2,1.3,2649
1,-1,1,17,10,19.6,0,0.2,2.2,2,3.1,883
-1,-1,1,2,4,8.0,6,5.4,16.2,2,3.1,162
1,1,-1,-5,9,11.8,2,3.3,2.8,2,1.7,1532
1,-1,-1,-2,3,11.9,0,0.8,18.6,2,6.7,472
1,-1,1,25,8,10.0,0,1.2,22.6,3,7.3,1861
-1,-1,1,8,9,1.0,0,2.2,8.3,2,2.7,2709
1,1,1,6,6,11.5,0,1.0,23.5,3,3.9,1301
-1,1,1,18,12,20.3,4,3.4,24.9,3,2.5,1485
1,1,-1,-15,3,5.5,1,1.6,15.3,2,5.4,977
1,-1,-1,-6,7,12.0,0,0.9,24.7,3,11.0,927
-1,1,1,9,1,6.9,0,1.0,2.8,2,2.1,637
1,-1,1,19,2,12.2,2,1.8,2.5,2,0.5,606
1,-1,-1,-14,2,13.0,0,0.8,23.2,3,4.0,46
1,-1,-1,-10,12,8.8,0,0.6,2.4,2,3.7,2497
-1,1,1,2,11,20.9,5,5.2,5.3,2,1.6,1608
1,-1,1,13,2,9.1,0,2.5,3.2,2,3.7,1205
1,1,1,2,18,14.8,0,1.1,3.4,2,1.5,2219
1,1,-1,-9,11,13.0,7,5.6,20.4,2,4.7,1735
-1,-1,-1,-9,17,17.4,6,4.6,26.1,3,4.3,2193
-1,-1,1,4,9,8.1,1,1.6,18.5,2,2.5,1543
-1,1,-1,-11,8,11.6,0,1.2,21.4,3,9.3,1468
-1,-1,1,11,4,7.2,0,1.2,24.3,3,4.0,2097
1,1,-1,-16,5,19.5,0,2.3,1.7,2,2.1,1501
-1,-1,-1,-18,14,19.6,0,1.1,26.4,3,4.3,2653
1,1,1,8,9,19.9,2,2.2,5.5,2,2.4,1274
-1,1,-1,-15,21,5.8,1,4.2,5.1,2,1.6,2541
1,1,1,6,5,13.0,3,3.4,24.9,3,4.6,999
-1,-1,-1,-22,5,12.1,2,2.4,16.1,2,2.4,943
-1,1,-1,-2,1,18.6,0,0.9,4.0,2,3.7,217
1,-1,1,2,5,4.8,0,0.9,20.9,2,4.9,1659
1,-1,1,9,9,24.0,0,0.1,2.2,2,5.5,2598
1,1,-1,-4,3,13.9,12,10.2,26.7,3,4.5,1475
-1,1,-1,-18,2,3.2,0,0.8,25.3,3,3.1,597
-1,-1,1,8,8,2.7,0,1.0,25.0,3,6.5,2266
1,1,1,18,17,2.9,0,1.1,20.7,2,7.2,2643
1,1,1,7,5,10.8,1,2.0,1.9,2,1.8,1014
-1,-1,1,6,7,14.4,1,3.1,7.0,2,2.0,1830
1,-1,-1,-1,3,10.1,0,1.6,16.0,2,4.5,2828
1,1,-1,-32,6,10.7,17,12.8,2.3,2,3.2,2127
1,1,1,11,8,9.4,1,1.3,5.1,2,0.3,1960
-1,1,-1,-2,8,12.4,4,3.6,23.9,3,5.5,1072
1,-1,1,8,3,11.8,2,2.8,10.1,2,2.8,2640
-1,-1,-1,-3,7,8.7,0,0.7,25.0,3,6.6,2506
1,1,-1,-13,7,1.9,1,1.0,2.7,2,1.8,2487
-1,1,1,6,1,5.5,2,2.2,6.1,2,2.1,662
-1,1,-1,-7,1,8.2,6,5.6,17.1,2,3.0,677
-1,-1,-1,-10,17,8.0,7,6.1,9.2,2,1.9,2237
1,1,-1,-5,3,13.2,1,1.8,6.8,2,3.7,448
-1,1,1,23,1,14.1,3,3.3,7.9,2,1.3,709
-1,1,-1,-36,10,11.6,0,0.8,13.1,2,5.9,2665
-1,-1,-1,-7,7,18.6,0,0.8,24.7,3,8.3,1501
-1,1,-1,-5,2,15.0,0,0.8,25.3,3,4.2,511
-1,1,-1,-5,2,7.9,2,2.4,10.0,2,4.2,284
-1,1,-1,-18,9,12.0,11,11.3,3.3,2,1.1,2552
-1,-1,-1,-8,3,24.0,0,0.0,1.9,2,0.7,490
1,-1,1,16,6,22.0,0,0.9,3.4,2,22.7,1230
1,1,1,4,8,8.5,3,3.2,13.7,2,5.3,1927
-1,1,1,4,6,0.9,3,3.1,15.3,2,6.1,1170
1,-1,-1,-6,3,24.0,0,0.4,0.7,2,3.2,2137
1,1,1,6,7,19.3,0,0.6,0.9,2,2.9,2684
-1,-1,1,16,19,2.9,16,13.8,11.6,2,4.5,2242
-1,-1,-1,-19,5,23.2,0,1.1,25.3,3,4.4,2219
1,1,-1,-6,9,7.2,1,2.8,25.2,3,5.1,1742
1,-1,-1,-1,6,9.6,0,0.8,3.6,2,5.1,1277
1,1,1,12,13,24.0,0,0.3,1.1,2,2.2,2490
-1,1,-1,-7,17,15.9,1,2.7,3.7,2,0.8,2294
-1,1,-1,-5,2,15.9,0,1.0,17.1,2,7.5,250
-1,-1,-1,-12,1,11.6,13,11.6,2.4,2,1.6,29
-1,1,-1,-9,1,8.9,0,1.3,2.5,2,2.7,1116
-1,-1,-1,-1,2,7.0,0,0.7,5.7,2,0.8,1273
-1,-1,1,20,3,12.4,0,0.9,18.6,2,13.0,622
-1,-1,1,24,7,5.7,8,7.0,26.5,3,5.8,947
-1,-1,1,4,1,11.8,0,0.9,18.0,2,4.4,1428
-1,-1,-1,-11,1,14.7,0,1.1,14.9,2,4.2,565
-1,1,-1,-12,12,18.6,0,0.8,22.0,3,5.5,1819
-1,1,-1,-4,9,17.6,6,6.7,24.7,3,4.4,2235
-1,-1,1,10,7,7.9,0,0.4,2.0,2,2.4,2231
-1,-1,1,2,2,16.9,0,0.7,19.7,2,10.2,1082
-1,-1,-1,-10,2,6.8,2,2.1,14.0,2,4.3,510
-1,-1,-1,-5,5,13.3,9,7.8,3.8,2,1.0,1875
-1,1,1,38,3,9.0,4,5.1,8.4,2,1.7,2048
1,-1,-1,-2,12,17.6,0,0.7,3.0,2,5.3,2485
1,-1,1,1,4,11.2,0,0.6,4.2,2,4.0,261
-1,-1,1,9,12,9.0,0,0.6,24.5,3,3.1,2865
-1,1,1,5,8,10.2,0,1.0,23.5,2,5.4,1575
-1,-1,1,20,13,20.8,1,1.6,24.4,3,4.9,1633
1,1,1,7,2,9.1,1,2.2,23.1,2,4.3,197
1,1,1,12,10,11.4,0,1.0,26.0,3,2.9,2001
-1,1,-1,-19,12,8.6,1,1.1,10.0,2,3.4,2809
-1,1,1,15,13,14.3,1,1.0,24.6,3,8.1,1730
-1,-1,-1,-5,13,19.4,0,0.7,25.7,3,4.0,2629
-1,1,-1,-9,2,11.3,3,5.6,4.5,2,1.9,1313
1,-1,1,28,1,24.0,0,0.8,1.1,2,3.4,143
-1,-1,-1,-7,15,12.2,5,7.3,4.3,2,0.7,2437
-1,1,-1,-7,4,16.7,0,2.0,24.5,3,3.3,2181
-1,-1,-1,-2,12,0.0,2,2.8,18.0,2,5.6,2170
1,1,1,18,6,23.5,0,0.3,2.7,2,1.3,2048
1,-1,-1,-24,2,6.6,0,0.8,8.4,2,4.5,567
1,1,1,11,7,21.6,0,1.4,23.1,3,9.6,985
-1,-1,1,32,2,6.0,7,6.1,6.6,2,1.0,531
-1,-1,1,9,2,10.9,1,1.1,6.0,2,2.5,392
-1,-1,-1,-4,1,20.5,1,1.5,24.8,3,7.6,203
-1,-1,-1,-25,8,17.9,5,5.2,25.1,3,4.7,2081
-1,-1,1,5,1,19.0,0,0.8,6.3,2,1.7,1399
-1,-1,-1,-11,5,7.6,0,3.5,2.5,2,2.3,335
1,1,-1,-16,4,13.4,1,1.4,5.4,2,1.8,1138
1,-1,-1,-21,6,23.0,1,1.5,3.4,2,4.2,768
1,1,1,11,2,8.6,0,1.8,0.8,2,4.6,332
1,-1,1,35,5,7.2,0,0.7,23.4,3,4.3,1947
1,1,-1,-16,7,14.5,1,1.4,18.5,2,4.1,1821
-1,-1,1,7,12,13.2,1,1.1,5.3,2,1.0,2053
-1,-1,1,1,1,4.6,0,1.0,17.6,2,6.8,568
1,-1,1,42,9,16.9,0,0.9,26.3,3,5.6,1743
1,1,-1,-39,1,13.6,0,0.8,9.9,2,2.7,1325
-1,1,-1,-10,8,11.8,0,0.9,24.5,3,8.3,2796
-1,-1,-1,-17,1,6.8,0,1.0,24.4,3,6.0,204
1,-1,1,12,7,13.1,0,0.8,24.6,3,6.8,2447
-1,1,1,38,9,10.3,0,0.8,24.5,3,6.3,1687
-1,-1,-1,-17,1,0.0,0,0.8,8.3,2,4.0,891
1,-1,1,3,1,12.8,0,0.9,1.9,2,0.6,1358
1,1,-1,-9,11,0.8,0,3.4,15.6,2,3.5,2360
-1,-1,-1,-8,3,15.0,1,1.8,20.9,2,4.6,399
-1,1,1,2,5,10.8,0,0.8,8.6,2,0.7,2732
-1,-1,1,5,7,13.0,0,0.8,23.3,3,6.4,2416
1,-1,-1,-22,1,20.8,5,3.9,6.3,2,2.3,475
1,1,-1,-11,8,24.0,0,0.5,2.0,2,0.0,1646
-1,1,1,12,5,10.7,2,2.4,6.7,2,1.6,1742
1,-1,-1,-18,10,10.0,2,2.9,21.7,2,4.4,1957
1,-1,1,13,2,5.1,2,5.7,0.5,2,1.4,1027
-1,1,-1,-7,8,2.0,0,0.7,27.0,3,6.1,111
-1,-1,1,6,10,6.7,6,6.9,15.6,2,5.1,819
-1,-1,-1,-5,7,18.5,4,4.7,24.4,3,3.8,1824
-1,-1,1,2,9,9.7,4,6.2,9.2,2,1.5,2434
-1,-1,1,4,7,24.0,0,0.6,2.9,2,1.5,2813
-1,1,-1,-8,6,2.0,1,2.2,25.2,3,5.3,1958
1,-1,1,8,5,17.5,1,1.8,13.9,2,6.4,1484
-1,-1,1,4,13,9.0,3,5.9,5.4,2,2.2,770
-1,-1,-1,-24,14,18.5,3,3.7,24.7,3,5.1,2614
-1,1,-1,-7,7,16.7,8,6.6,0.8,2,0.2,2058
1,1,1,7,1,16.7,0,1.1,20.8,2,5.8,326
-1,1,-1,-20,6,17.4,7,6.1,18.2,2,6.9,2102
1,1,1,16,6,24.0,0,0.0,2.1,2,2.1,1655
-1,-1,-1,-3,12,13.5,0,1.2,22.5,3,6.4,2726
-1,1,1,10,10,13.9,11,10.2,24.7,3,3.0,1474
-1,1,-1,-29,6,22.0,5,3.4,2.7,2,6.4,1635
1,-1,1,4,2,14.6,0,5.0,14.9,2,10.9,486
1,-1,1,14,4,0.0,2,2.4,4.9,2,3.4,443
1,1,-1,-14,1,16.0,0,0.8,24.5,3,8.9,573
-1,-1,1,11,11,8.6,0,1.1,14.2,2,4.4,2022
-1,-1,1,7,1,2.9,0,2.3,24.0,3,13.4,583
-1,1,1,9,6,22.5,1,1.8,5.8,2,1.8,1633
1,1,-1,-7,3,3.3,4,2.5,3.3,2,3.0,1169
-1,1,1,1,14,12.6,13,11.7,14.6,2,4.4,3081
-1,-1,-1,-4,8,0.0,2,2.0,25.2,3,2.1,2162
-1,1,-1,-11,6,18.7,0,0.9,24.7,3,4.4,1078
-1,-1,-1,-12,6,5.4,1,1.1,20.2,2,3.8,1523
1,-1,-1,-12,8,0.0,1,1.7,11.0,2,3.3,1080
-1,-1,1,20,16,16.5,0,0.8,24.4,3,5.2,1859
-1,-1,1,7,2,12.8,0,0.9,20.7,2,8.3,2106
1,-1,1,18,5,11.5,0,1.9,4.9,2,1.5,1819
1,-1,1,12,5,13.7,1,1.4,5.3,2,2.1,1502
-1,-1,-1,-5,14,12.5,7,6.2,12.5,2,4.1,1739
-1,1,-1,-4,10,8.7,0,0.8,25.4,3,6.2,1800
1,1,-1,-21,12,24.0,0,0.0,36.3,3,5.7,1856
-1,1,-1,-8,3,0.6,0,0.7,25.1,3,3.8,385
1,-1,1,8,4,23.0,1,2.3,20.7,3,5.7,2837
-1,-1,1,10,3,19.0,0,1.0,23.9,3,15.0,1664
1,-1,-1,-8,2,5.7,5,4.2,10.7,2,2.4,319
1,1,1,7,6,4.0,1,1.5,15.2,2,4.0,1653
-1,-1,1,4,9,6.0,1,1.6,15.6,2,2.0,1645
1,1,-1,-7,2,0.0,1,2.9,3.1,2,4.4,381
-1,1,1,7,3,13.0,0,1.1,20.0,2,7.5,2751
1,-1,1,5,2,13.3,0,0.9,24.2,3,6.0,1328
-1,1,1,7,2,15.0,0,0.9,23.8,3,6.6,532
-1,1,1,10,1,0.0,7,8.7,26.3,3,4.4,2
-1,-1,1,4,4,23.2,0,-0.4,21.9,2,5.2,225
1,-1,-1,-11,2,15.7,0,0.9,1.4,2,2.5,1492
-1,1,-1,-4,9,9.9,5,4.9,11.3,2,2.2,1738
-1,-1,-1,-18,6,16.5,0,0.7,2.0,2,1.8,2242
1,1,1,9,2,15.2,0,0.9,24.5,3,5.7,446
1,1,1,3,16,18.7,6,5.4,7.1,2,2.3,2191
1,-1,1,6,2,2.9,2,2.2,4.7,2,1.9,13
-1,-1,1,10,4,9.0,11,8.0,4.8,2,2.1,1723
1,1,-1,-9,3,14.8,4,4.4,7.0,2,2.7,399
1,1,1,10,4,5.0,2,2.7,4.1,2,4.6,1499
-1,1,1,16,7,16.6,1,1.7,12.4,2,4.7,2841
-1,-1,1,31,2,9.6,0,0.8,24.1,3,4.4,2616
-1,1,-1,-15,4,24.0,0,0.2,0.7,2,1.9,1304
-1,-1,-1,-5,19,11.0,15,12.4,15.5,2,5.2,2374
-1,-1,1,4,6,20.0,0,0.7,23.2,3,2.9,1045
1,-1,-1,-7,16,24.0,0,0.4,0.7,2,1.6,1852
1,-1,-1,-38,7,7.2,0,0.8,23.8,3,3.5,2708
-1,-1,1,5,2,11.0,0,0.0,5.0,2,3.8,94
-1,-1,-1,-11,9,8.1,1,7.0,7.9,2,4.0,1980
1,-1,-1,-5,2,12.0,2,1.5,3.8,2,2.1,86
1,1,1,2,3,24.0,0,0.0,2.0,2,2.5,800
